,PageLink,Title,Article,Date,Topic
54,https://www.flightglobal.com/strategy/portuguese-state-takes-control-of-tap-to-prevent-bankruptcy/139137.article,Portuguese state takes control of TAP to prevent bankruptcy,"Portugal's government has agreed to pay €55 million ($62 million) to increase its stake in national carrierTAPto 72.5% in order to prevent the airline from going bankrupt. The government currently holds a 50% stake inTAPafter partially privatising it in 2015. The state originally sold a 61% stake in the airline to Atlantic Gateway – a consortium comprised of Portuguese businessman Humberto Pedrosa andJetBlue AirwaysandAzulfounder David Neeleman – but later increased its shareholding back up to 50% from 34%. This left Atlantic Gateway with a 45% stake, the remaining 5% being held byTAPemployees. Neeleman has now agreed to sell his 22.5% stake back to the government, leaving Pedrosa with 22.5% and employees with 5%. Portuguese infrastructure minister Pedro Nuno Santos states that ""the alternative was insolvency”, adding that ""the loss ofTAPwould go far beyond the effort that we will have to make to maintain it”. The renationalisation will unlock a €1.2 billion state rescue loan forTAP, which was approved by the European Commission in June but had been subject to approval from the airline's board. ""The state now takes 72.5% of the capital of theTAPgroup, ensuring control of the company,” states Portuguese finance minister Joao Leao. ""In this way, it is possible to unblock the loan toTAPand avoid the bankruptcy of an essential company for the country.” Portugal's government says it will not run the airline following the transaction but will hire ""a company specialised in looking for qualified, experienced and competent aviation managers in the international market”. On 30 June,TAPdisclosed plans to further reduce its fleet after first-quarter net losses almost quadrupled to €395 million amid the Covid-19 pandemic.",3-Jul-20,"Azul, Coronavirus, Europe, Fleets, Networks, TAP Air Portugal"
55,https://www.flightglobal.com/fleets/sia-group-sends-another-two-a380s-and-two-787s-to-alice-springs/139135.article,SIA Group sends another two A380s and two 787s to Alice Springs,"Singapore Airlines Group recently parked another four aircraft – two Airbus A380s and two Boeing 787-8s – at Alice Springs Airport in Australia. The company tells Cirium it now has a total of 22 aircraft parked there, at Asia Pacific Aircraft Storage. This comprises seven A380s and three 777-200ERs from the mainline carrier, six 737 Maxes from regional unit SilkAir, as well as four A320s and two 787s from low-cost subsidiary Scoot. In response to Covid-19's impact on air travel, the group will cut approximately 94% of passenger capacity originally scheduled for July. Out of the SIA Group's fleet of about 200 aircraft, 25 are deployed on passenger services, it says. Its fleet of seven freighters are operating as normal, while about 30 passenger aircraft have been deployed on pure cargo services. ""As a result, Singapore Airlines [Group] has parked a large number of its aircraft at Singapore Changi Airport, with a few aircraft parked overseas. The aircraft are parked in locations where they can be appropriately maintained during this period. We will continue to monitor the situation and, when appropriate, will return the aircraft to Singapore ahead of reintroducing them to our operations.” It adds: ""Singapore Airlines follows the stringent maintenance procedures set by the aircraft manufacturers to ensure that the aircraft remain airworthy while they are parked. Dedicated maintenance teams are looking after the aircraft during this time. ”  The group is also expecting the return of seven 777-200s it owns, from NokScoot, which is 49% owned by Scoot. ""We are progressively taking back the Boeing 777-200 aircraft as NokScoot does not have the ability to make lease payments. We will make a decision on the aircraft in the near future.” Cirium fleets data show the 777-200s with NokScoot average 18 years of age. These have an average indicative market lease rate of $192,000 and an average indicative market value of $15 million.",3-Jul-20,"Airlines, Asia Pacific, Fleets"
56,https://www.flightglobal.com/fixed-wing/india-to-order-21-mig-29s-12-su-30mkis-amid-china-tensions/139133.article,"India to order 21 MiG-29s, 12 Su-30MKIs amid China tensions","India's Defence Acquisition Council has approved the acquisition of 33 new Russian fighters, comprising 21 RAC MiG-29s and 12 Sukhoi Su-30MKIs. In addition, the Indian air force's existing fleet of 59 MiG-29s will be upgraded to the MiG-29M standard, says the nation's defence ministry. The value of the new MiG deal is pegged at INR74 billion ($964 million), and the Su-30MKI deal at INR107 billion. The Su-30MKIs will be locally produced by Hindustan Aeronautics (HAL). The acquisitions are part of a broader INR389 billion package of defence spending that provides weapons and equipment for India's army and navy as well. In addition to new aircraft and upgrades, the air force will also get an unspecified number of the locally-developed Astra beyond-visual-range air-to-air missile. The acquisition of the MiGs, which has long been discussed in Indian media, was given fresh impetus following a recent border squabble with China that resulted in the deaths of several Indian soldiers and an unspecified number of Chinese soldiers. Tensions over the incident are still strong. While the addition of new fighters and the upgrading of older MiG-29s will go some way to shoring up New Delhi's defensive capabilities, the pace of India's airpower development has lagged that of China's for the last two decades. The Indian air force has several outstanding requirements for new aircraft, including a long-running deal for 110 advanced fighters. This process essentially replaced the torturous, yet unfulfilled, medium multi-role combat aircraft acquisition of the 2000s and early 2010s. Candidates include the Boeing F/A-18E/F Super Hornet and F-15EX, Dassault Rafale, Eurofighter Typhoon, Lockheed Martin F-16V (rebadged the F-21 for the Indian deal), and Saab Gripen E. New Delhi's direction on this requirement is far from clear, with Indian officials publicly flirting with the idea of modernising the air force fleet with locally-produced types, namely the HAL-built Tejas and developmental Advanced Medium Combat Aircraft. The re-emergence of great power tensions could give these and other Indian airpower requirements a renewed emphasis.",3-Jul-20,"Asia Pacific, Defence, Fixed-wing"
57,https://www.flightglobal.com/airlines/fastjet-counts-on-flight-restoration-as-cash-reserves-dwindle/139134.article,Fastjet counts on flight restoration as cash reserves dwindle,"African budget operator Fastjet Group believes it has sufficient funds to last through August but is warning that it needs flight operations to resume to sustainable levels in September. Its services have effectively been shut down since 7 April, bar a limited number of repatriation flights, following government lockdowns in South Africa and Zimbabwe. Fastjet says it has been carrying out about three repatriation flights per month, but that its main commercial services remain suspended at least until the end of July. The continuing government restrictions, and the uncertainty over their easing, has delayed discussions over Fastjet Group's planned sale of its Zimbabwean airline division to an investor consortium, led by Solenta Aviation Holdings. This divestment is intended to raise much-needed funds but the discussions, says Fastjet, ""have not restarted”. Based on funds available, and expected to be made available, as well as current creditor terms, Fastjet Group believes it will have enough resources to cover operational needs until the end of August. It holds cash reserves of $1 million including $100,000 in Zimbabwe. But Fastjet Group warns that this cash margin ""remains minimal” and will be drawn down over the next few months to settle costs and obligations if the travel restrictions continue into September. If flight operations do not restart to ""sustainable levels” by the beginning of September, it says, or the company cannot access hard currency from Zimbabwe's central reserve bank, it will ""cease to be a going concern” after 31 August.",3-Jul-20,"Africa, Air Transport"
58,https://www.flightglobal.com/fixed-wing/japanese-f-35-maintenance-depot-opens-for-business/139111.article,Japanese F-35 maintenance depot opens for business,"Japan has opened its regional maintenance base for the Lockheed Martin F-35 fighter. The first aircraft to receive service at the regional depot will be a Japan Air Self-Defence Force F-35A from Misawa air base, says Tokyo's Acquisition, Technology & Logistics Agency.  The maintenance base is located at a Mitsubishi Heavy Industries plant in Japan's Aichi prefecture. In 2014, the US Department of Defense selected Australia and Japan to shoulder heavy airframe and engine maintenance for the F-35 in the Asia-Pacific region. The two nations were to split responsibility for heavy airframe maintenance, overhaul, repair and upgrade (MORU), with Japan covering the north of the region and Australia the south. The two nations are destined to rank among the largest operators of the type after the USA. Cirium fleets data shows that Tokyo operates 17 F-35As, with plans to acquire about 129 more – of which 42 will be short take-off and vertical landing F-35Bs. Australia has 21 F-35As in service, and plans to build a fleet of 72 examples, potentially more. Given troubled relations between Tokyo and Seoul, it is unlikely that South Korean F-35As will be supported in Japan. Singapore, which is obtaining 12 F-35Bs, has not said where it will conduct heavy maintenance for its fleet.",3-Jul-20,"Asia Pacific, Defence, Fixed-wing"
59,https://www.flightglobal.com/military-uavs/korean-air-poised-to-produce-large-indigenous-uav/139132.article,Korean Air poised to produce large indigenous UAV,"Korean Air is set to begin mass production of its Medium Altitude Unmanned Aerial Vehicle (MUAV), while its 500MD unmanned helicopter effort is on hold. The company confirms that the development of the MUAV programme is nearly complete, and mass production is imminent. ""We are looking into overseas partnerships and considering various options,” adds the company. Citing customer sensitivity, however, it declines to detail the number of examples that will be produced, or when the type will enter service. A full-sized mock-up of the MUAV, also designated KUS-15, was on display at last year's Seoul ADEX defence show.  The MUAV is intended to provide surveillance of South Korea's challenging geopolitical neighbourhood, particularly of nuclear-armed North Korea. The company's 500MD programme, which would see elderly MD Helicopters MD500s converted into armed unmanned rotorcraft, is ""currently on hold as military requirements and funding are still pending”. Discussions continue with the South Korean government on the programme. Until the 500MD programme is moving again, follow-on plans to create unmanned versions of older Sikorsky UH-60s and Northrop F-5s are also in limbo. In regard to Seoul's ISTAR (intelligence, surveillance, target acquisition and reconnaissance) requirement for four aircraft, Korean Air still holds periodic discussions with partner Raytheon. The pair, which signed an agreement at ADEX in 2019, will use a Bombardier Global 6500 business jet for their offer. Raytheon, acting as prime contractor, will provide ""multiple intelligence” (Multi-INT) technologies. Korean Air will perform aircraft modification work should their eventual bid be successful. ""While extending the capabilities of its current [UAV] fleet, Korean Air is also looking to extend its programme to include stealth UCAVs [unmanned combat air vehicles], manned to unmanned conversions of multi-purpose helicopters, unmanned CAVs [cargo air vehicles], UAM [urban air mobility] and 2h-endurance hybrid powered drones,” it says.",3-Jul-20,"Asia Pacific, Defence, Military UAVs"
60,https://www.flightglobal.com/strategy/jeju-air-may-abandon-eastar-jet-acquisition-report/139130.article,Jeju Air may abandon Eastar Jet acquisition: report,"South Korea's Jeju Air could scrap plans to acquire a majority stake in compatriot low-cost carrier Eastar Jet. Citing difficulties in ongoing discussions, a Jeju official was quoted as saying the carrier will consider abandoning the deal within 10 business days, Reuters reported on 2 July. On 29 June, Eastar founder Lee Sang-jik announced he will give up the shares his family holds in the LCC, in hopes that Jeju will go ahead with the acquisition, local publication Korea JoongAng Daily reported on the same day. Eastar estimates those shares are worth around W41 billion ($34 million), but did not detail the impact of this move on its finances. Eastar's chief executive Choi Jong-Gu says the airline has not been able to request government support as it was in the process of being acquired by Jeju. Eastar has suspended all flights from March and estimates that unpaid wages amount to W25 billion. Lee is a ruling-party lawmaker in South Korea. His daughter and son own, respectively, 33.3% and 66.7% of Eastar Holdings. The entity is the holding company of Eastar. Its financial reports are not publicly available but local media reports indicate it owns just under 40% of the LCC. Jeju Air announced in December 2019 that it would acquire 51% of Eastar for W69.5 billion. In March, both parties agreed on a lower, W54.5 billion cash consideration. The deal was set to close on 26 June. Jeju planned to fund the acquisition by issuing a W10 billion convertible bond that offer nearly 1.5% of its own share capital at maturity, with a five-year tenor and bearing 1% coupon. It also guarantees the performance of the memorandum of understanding both carriers signed, for W11.5 billion, a sum that would be included in the sale price upon conclusion of the agreement. In February, Jeju told Cirium there were no issues with the deal and it was held up by the due diligence process which needed more time. Since then, the issue of the W10 billion convertible bond has been delayed at least twice. Cirium has contacted Jeju Air for comment.",3-Jul-20,"Airlines, Asia Pacific, Strategy"
61,https://www.flightglobal.com/military-uavs/counter-drone-start-up-anduril-raises-200m/139129.article,Counter-drone start-up Anduril raises $200m,"Counter-drone start-up Anduril has raised a $200 million round of capital. The funding nearly doubles its prior valuation, raising its worth to $1.9 billion, the company said on 1 July. Anduril plans to use the cash to improve its autonomous unmanned air vehicles (UAVs) and artificial intelligence software, as well as make additional hires. The company says it has secured contracts with the US Department of Defense, US Department of Homeland Security and the UK Ministry of Defence. The Series C round was led by Andreessen Horowitz, and a number of other Silicon Valley venture capital firms and angel investors including Elad Gil, Founders Fund, General Catalyst, Human Capital, Lux Capital, Valor Equity Partners and 8VC. The company is developing a suite of perimeter defence technologies that are intended to automatically work together to combat a variety of intruders, including people, vehicles and UAVs. The system relies on computer vision and machine learning to identify objects. The central nervous system of the technology is the start-up's Lattice AI, a computer network that combines and analyses data collected from sensors such as cameras fixed on ground stations and surveillance UAVs. The artificially intelligent software automatically coordinates a response to trespassers. For instance, the system is supposed to automatically send forth its drone-smashing Anvil quadcopter to take out UAVs that trespass. The company touts drone-to-drone collision as a safer and more effective way to stop wayward consumer quadcopters or swarming UAV attacks. The US military is spending heavily on counter-UAV systems as it believes its short-range air defences are insufficient to stop small drones. The issue became top of mind for the Pentagon after Iran allegedly sent swarms of drones laden with explosives to attack a Saudi Arabian oil processing facility in 2019.",3-Jul-20,"Defence, Military UAVs, North America"
62,https://www.flightglobal.com/safety/us-government-publishes-health-guidance-for-airlines-and-airports/139128.article,US government publishes health guidance for airlines and airports,"The US Departments of Transportation, Homeland Security, and Health and Human Services have jointly published a report outlining recommendations for public safety as the world continues to grapple with the coronavirus pandemic. The document, published on 2 July, is titled ""Runway to Recovery: The United States Framework for Airlines and Airports to Mitigate the Public Health Risks of Coronavirus”. It lays out a roadmap for passenger carriers and airports as they try to minimise further transmission of the virus amongst and between passengers, crews and other workers. The roadmap outlines numerous measures the air carriers and airport operators should take ""across all operations and all phases of travel to, from, and within the USA, along with a roadmap explaining how those measures should be adapted to the unique air travel environment”, the report says. ""This document provides clear guidance to airlines and airports to protect the traveling public, and we encourage people to pay attention to it,” says Transportation Secretary Elaine Chao. Recommendations include passenger education efforts, social distancing, mandatory face coverings, health assessments, and minimising in-person interaction as well as utilisation of technologies that will support this goal. The DOT has come under increasing pressure to mandate uniform regulations for all airlines as the coronavirus crisis drags on into its fourth month. With the beginning of the summer holiday travel season and more and more regions in the USA lifting shelter-in-place orders, both airlines and airports are expecting passenger numbers to rise. So far, most airlines have implemented their own coronavirus-related protocols, creating confusion and frustration among travellers. Last month several carriers said they would enforce mask-wearing on their flights, and impose no-fly sanctions on those passengers who refuse to comply. Some lawmakers say the recommendations in the report, while well-meaning, are too little too late. Democratic Senators Richard Blumenthal and Edward Markey, members of the Senate's Commerce, Science, and Transportation Committee, laud the government for presenting the report at all, but criticise it for its ""unenforceable and woefully inadequate recommendations”. ""We need federally enforceable mandates to keep the travelling public safe,” the senators write on 2 July. ”Moreover, this document merely scratches the surface of the many complex questions that we need to address to ensure safe and healthy air travel.” In the past several weeks, airlines have brought aircraft out of storage and increased their capacity to both domestic and international destinations. United Airlines, for example, said on 1 July that it was adding 25,000 flights to its August schedule. That said, several southern states like Arizona, Texas and Florida are currently experiencing a spike in new cases, which may cause some vacationers to rethink their plans. Some states have imposed quarantine requirements for those passengers returning from high-case regions. On 2 July the Transportation Security Administration (TSA) says it screened 626,516 passengers the day before. That's the third-highest daily throughput since the start of the coronavirus pandemic, but still far below the 2.5 million passengers it screened on the same day a year ago.  Update: Changes made on 2 July to include reaction from US Senators Blumenthal and Markey.",3-Jul-20,"Airlines, Coronavirus, North America, Ops & safety, Safety"
63,https://www.flightglobal.com/airframers/boeing-communications-chief-resigns-over-commentary-published-in-1987/139127.article,Boeing communications chief resigns over commentary published in 1987,"A top Boeing executive has resigned over an article he wrote more than three decades ago in which he advocated that women should not be permitted to serve in combat roles in the military. Niel Golightly, the senior vice president of communications, stepped down following an employee complaint about the article, published in 1987. Niel Golightly resigns from Boeing Golightly, a former Navy fighter pilot, was appointed to the post in December 2019, succeeding long-time communications chief Anne Toulouse who retired early this year. ""My article was a 29-year-old Cold War navy pilot's misguided contribution to a debate that was live at the time,” Golightly says on 2 July. ""My argument was embarrassingly wrong and offensive.” He adds that the discussion around the article 33 years ago ""quickly opened my eyes, indelibly changed my mind, and shaped the principles of fairness, inclusion, respect and diversity that have guided my professional life since”. The December 1987 article was titled ""No right to fight”, and is still available on the website of the US Naval Institute. An excerpt, available publicly, reads, ""At issue is not whether women can fire M-60s, dogfight MiGs, or drive tanks. Introducing women into combat would destroy the exclusively male intangibles of war fighting and the feminine images of what men fight for€”peace, home, family.” The Chicago-based airframer's chief executive and president David Calhoun says that Golightly's views do not represent the company's. ""I want to emphasise our company's unrelenting commitment to diversity and inclusion in all its dimensions, and to ensuring that all of our employees have an equal opportunity to contribute and excel,” he says. The US military removed restrictions on women serving in combat roles in 2013. Three years later all of these combat roles were open to both men and women. Golightly's resignation is the third high-profile departure from the company's communications team in the past seven months. In addition to Toulouse, Boeing's vice president of communications for its Commercial Airplanes unit, Linda Mills, left the company in late 2019. Boeing says it has launched a search for Golightly's successor and in the interim the communications function will be run by Greg Smith, executive vice president of enterprise operations and chief financial officer",3-Jul-20,"Aerospace, Airframers, North America"
64,https://www.flightglobal.com/fixed-wing/sierra-nevada-awarded-700m-to-develop-countermeasures-for-special-ops-c-130js/139126.article,Sierra Nevada awarded $700m to develop countermeasures for special ops C-130Js,"Sierra Nevada has been awarded a $700 million contract to develop and integrate radio frequency countermeasure systems aboard an undisclosed number of US Special Operations Command (USSOCOM) Lockheed Martin C-130Js. In particular, the systems are to be installed on the special operation force's AC-130J Ghostrider gunship and MC-130J Commando II transport, says a US Department of Defense (DoD) contract notice posted online on 1 July. The radio frequency countermeasures are designed to jam air- or land-based enemy radar and missile systems, says the DoD. USSOCOM relies upon countermeasures, as well as other tactics, to suppress anti-aircraft weapons when flying special forces troops behind enemy lines. Sierra Nevada says it will integrate a radio frequency countermeasure system supplied by Northrop Grumman, but declines to go into detail on what sort of customisation it will provide. ""[Sierra Nevada's] approach to aircraft survivability emphasises full platform integration leveraging platform datalinks, integrated processing, and common tactical display systems,” the company says. ""[Sierra Nevada] used its electromagnetic and aerodynamic modelling expertise to maximise the performance of the installed system.” The company is also the prime contractor for the MC-130J's airborne mission networking systems. The AC-130J gunship carries 30mm and 105mm cannons, as well as precision munitions, such as the Boeing GBU-39 Small Diameter Bomb glide munition and Raytheon AGM-176 Griffin missile. It is used for close air support, air interdiction and armed reconnaissance missions. The MC-130J is used as a low-level in-flight refuelling tanker for special operations helicopters and tiltrotor aircraft. It is also used as a clandestine troop and cargo transport.",3-Jul-20,"Defence, Fixed-wing, North America"
65,https://www.flightglobal.com/networks/british-airways-outlines-return-of-more-long-haul-services/139124.article,British Airways outlines return of more long-haul services,"British Airways has outlined plans to restart services to a raft of destinations in July, including some long-haul routes. All of the destinations will be served at lower frequencies than those seen before the pandemic, ""due to reduced demand and the impact of the global quarantine restrictions”, the airline states. By the end of the month, BA's Americas services will include flights to Bermuda, Dallas, Miami, Seattle and Toronto. They join flights to San Francisco, which restarted in June, and destinations served throughout the crisis, including Boston, Chicago, Los Angeles, New York JFK and Washington DC. Caribbean services to Barbados and Kingston will also return in July, while BA's Asia connectivity will be boosted by Tokyo Haneda services, alongside the Hong Kong and Singapore flights it resumed in June. BA will also ramp up its short-haul network in July with services to destinations across Europe, plus a number of domestic flights. Fellow IAG carrier Iberia has also announced the reintroduction of more than 50 domestic and European services during July and August. No long-haul services are included in the Spanish carrier's summer programme.",3-Jul-20,"British Airways, Coronavirus, Europe, North America, Strategy"
66,https://www.flightglobal.com/airframers/atr-to-cut-200-positions-as-it-adapts-business-for-crisis/139125.article,ATR to cut 200 positions as it adapts business for crisis,"ATR expects to complete discussions by the autumn over a restructuring in the wake of coronavirus pandemic that will result in around 200 job losses. The Toulouse-based Airbus/Leonardo joint venture says it is to ""rightsize its organisation in response to the Covid-19 crisis, consistent with the reduction of its activity in the coming years due to the phenomenal loss of commercial aviation activity in recent months”. Cirium fleets data shows that ATR has delivered just 11 aircraft so far in 2020, compared with 59 during the whole of 2019.  ATR deliveries have barely reached double figures so far this year ATR says the restructuring is expected to affect 204 positions worldwide, including 186 in France. The company will ""ensure that where possible the reduction in our workforce will be on a voluntary basis,” says ATR chief executive Stefano Bortoli. ""The information and consultation process with social partners has begun with a view to reaching agreements by autumn 2020,” says the airframer. ""ATR has accepted that recovery, although faster in the segment of regional air traffic, will be slow.”",3-Jul-20,"Aerospace, Airframers, Coronavirus"
67,https://www.flightglobal.com/strategy/governments-must-pay-for-virus-health-measures-say-iata-and-aci/139123.article,"Governments must pay for virus health measures, say IATA and ACI","IATA and Airports Council International (ACI) have jointly called for governments to pay for public health measures relating to the spread of communicable diseases. Citing ""multi-billion losses in revenue and traffic” experienced by airlines and airport operators as a result of the coronavirus pandemic, the two bodies suggest government funding of the measures would allow the commercial aviation industry to focus ""scarce resources” on reintroducing connectivity and ""boosting economic recovery”. Indeed, they claim that the World Health Organization's International Health Regulations ""require governments to pay the costs of health measures”. ""As the industry navigates the complexities of restarting operations, ACI believes the cost of any health measures that are required should be borne by governments,” states ACI World director general Luis Felipe de Oliveira. ""ACI and IATA are aligned on this issue... public funding of health measures should be ensured, including but not limited to infrastructure or operational changes needed for their implementation.” IATA and ACI note their backing for ICAO's TakeOff guidance, which was adopted by the UN body in early June in response to the coronavirus outbreak. It outlines a number of new measures for safeguarding public health that are already being introduced by airports and airlines around the world, including health checks, sanitisation and social distancing. The funding for those measures should come from governments, the two bodies suggest, although airlines and airport operators ""should be included in national discussions to assess the practicalities of implementing the solutions proposed by ICAO aimed at harmonisation across jurisdictions”. The ICAO measures are important, they explain, because ""a patchwork of different frameworks risks confusing travellers, introducing inefficiencies and unnecessary additional compliance costs” for passengers, airports and airlines. ""The aviation industry wants to get the world moving again,” states IATA director general Alexandre de Juniac. ""We have successfully worked with ICAO and many governments worldwide to put in place standardised protocols that safeguard public health and give travellers the confidence to return to the skies. ""But the industry is still on the edge of a financial precipice. The extra costs of health measures mandated by governments must – as the WHO recommends – be borne by governments.”",3-Jul-20,"Coronavirus, Networks, Ops & safety, Safety"
68,https://www.flightglobal.com/strategy/qatar-airways-mandates-face-shields-for-economy-passengers/139121.article,Qatar Airways mandates face shields for economy passengers,"All passengers flying with Qatar Airways in economy class will be required to wear face shields as part of health and safety measures announced by the carrier today in response to the risks posed by the coronavirus pandemic. Those shields are in addition to face masks or coverings, and will be provided by the airline. Economy-class passengers must wear shields and masks throughout the flight, the Middle Eastern carrier states, except during drink and meal services. Business-class passengers ""are asked to wear their face shield and mask on board at their own discretion, as they enjoy more space and privacy”, the airline says. All passengers will receive a complimentary ""protective kit”, which will include a single-use surgical face mask, large disposable gloves and an alcohol-based hand-sanitiser gel. The face shields will be distributed at check-in for Doha-origin flights, and at the gate for overseas-origin departures. Qatar Airways has also confirmed that cabin crew will wear a ""new protective gown” in addition to safety glasses, gloves and masks. By mandating face shields, the airline's measures go beyond those adopted by most other carriers, which tend to focus on face coverings only. ""Throughout the COVID-19 crisis, the safety of our passengers has been our highest priority,” states Qatar Airways chief executive Akbar Al Baker. ""As the largest international airline flying consistently throughout the pandemic, we have become one of the most experienced in safety and hygiene. We will continue to lead the industry in terms of the services offered to our passengers, so that they can travel with confidence.” Speaking to FlightGlobal in June, Al Baker said he expects the global hunger for travel that is important to Qatar Airways' business model will return, powered by a scientific breakthrough. ""The entire scientific community is working to defeat this pandemic and I'm sure there will be a breakthrough that will make people have confidence to travel again,” he said.",2-Jul-20,"Coronavirus, Middle East, Qatar Airways"
69,https://www.flightglobal.com/business-aviation/air-charter-association-axes-septembers-ace-expo/139116.article,Air Charter Association axes September's ACE expo,"The Air Charter Association (ACA) has axed the annual Air Charter Expo (ACE), due to ongoing concerns around the coronavirus pandemic.The event, now in its fifth year, was set to take place on 15 September at London Biggin Hill airport in the UK. Held in partnership with the airport and Business Air News magazine, ACE is targeted at air charter professionals including brokers, suppliers and operators. ""While we're disappointed to postpone this year's ACE, our partners, colleagues and friends are already gearing up for a truly exceptional event in 2021,” says ACA chairman, Kevin Ducksbury. The ""expanded” show is scheduled for 14 September next year. In 2019, the event was attended by 1,100 visitors and 70 exhibitors, alongside 20 aircraft on display. Manufacturers Bombardier, Dassault, Gulfstream, and Textron Aviation all had a presence. Multiple aerospace events around the globe have now been cancelled as a result of the coronavirus pandemic and its devastating impact on the aviation industry.",2-Jul-20,Business & General Aviation
70,https://www.flightglobal.com/strategy/africa-and-middle-east-need-layered-measures-for-restart-iata/139118.article,Africa and Middle East need 'layered' measures for restart: IATA,"African and Middle Eastern countries should adapt their quarantine measures to enable the aviation sector to begin a recovery while containing spread of the coronavirus, IATA has urged. The association notes that government quarantines are in place across 36 African and Middle Eastern countries, accounting for 40% of these measures globally. Over 80% of surveyed travellers indicated unwillingness to travel at all while a quarantine was in place, IATA warns. ""It is critical that AME [African and Middle Eastern] governments implement alternatives to quarantine measures,” states Muhammad Albakri, IATA's regional vice-president for the region. ""AME has the highest number of countries in the world with government-imposed quarantine measures on arriving passengers. ""The region is effectively in complete lockdown with the travel and tourism sector shuttered. This is detrimental in a region where 8.6 million people depend on aviation for their livelihoods.” IATA is urging AME governments to adopt a ""layering of measures” to enable air travel to restart safely, with a focus on reducing the risk of importing coronavirus via passengers and mitigating the risk when infected people do cross borders. Measures the association advocates include discouraging symptomatic passengers from travelling, including through airlines offering flexibility on ticket changes, health screening, Covid-19 testing, contact tracing, and following of ICAO's safety guidelines to minimise onboard infection. ""Implementing a layered approach should give governments the confidence to open borders without quarantine, and passengers the confidence to fly,” adds Albakri. ""Air connectivity is critical to economic and sustainable development in and across AME.” The region's airline industry has been severely impacted by coronavirus, IATA data shows, with key markets experiencing collapsing passenger demand against a year earlier. For June, South Africa is expected to have seen 15.6 million fewer passengers, for example; elsewhere, Egypt, theUnitedArabEmiratesand Saudi Arabia stand out with declines of 13.8 million, 32 million and 36 million, respectively. IATA believes that African airlines will lose $42 for each passenger they carry in 2020, while for Middle Eastern airlines the figure is estimated at $37.",2-Jul-20,"Africa, Coronavirus, Fleets, Middle East, Networks"
71,https://www.flightglobal.com/networks/qatar-airways-to-operate-two-thirds-of-pre-covid-network-in-july/139117.article,Qatar Airways to operate two-thirds of pre-Covid network in July,"Boston, Toronto and Venice are among 18 more destinations being reinstated by Qatar Airways in July as it seeks to rebuild its network to include 65 points by the mid-month. The Oneworld member says it plans to operate two-thirds of its pre-Covid-19 network by the end of July, with almost 3,500 flights scheduled. This compares with close to 2,100 flights operated in June. Having restarted flights to 11 destinations on 1 July – including Beirut, Boston, Edinburgh, Los Angeles and Washington DC – the Doha-based carrier will add Toronto on 9 July, Ankara on 11 July and Zanzibar on 13 July. Three more European destinations – Bucharest, Sofia and Venice – will be restored from 15 July. Qatar Airwayssays its network has not fallen below 30 destinations in the course of the Covid-19 crisis.",2-Jul-20,"Coronavirus, Middle East, Qatar Airways, Strategy"
72,https://www.flightglobal.com/strategy/thai-airways-names-new-acting-president/139113.article,Thai Airways names new acting president,"Thai Airways International has named Chansin Treenuchagron as acting president, replacing Chakkrit Parapuntakul. His appointment takes effect on 2 July, says Thai in a 1 July stock-exchange disclosure. Treenuchagron joined the carrier on 4 June as an independent director. He has also been proposed as a rehabilitation planner to draft a turnaround plan for the company, after Thai Airways entered into a court-supervised business rehabilitation in May. With his appointment as acting president, Treenuchagron will cease to be an independent director. The airline adds that Parapuntakul will remain with the company as second vice-chairman. On 19 May, the Thai government gave its approval for Thai Airways to reorganise under the supervision of a local bankruptcy court. It then reduced its stake in the airline from 51.03% to 47.86%, with the company ceasing to be a state-owned enterprise. Subsequently, Thai Airways submitted an application for business rehabilitation to Thailand's Central Bankruptcy Court, which was accepted on 27 May. A hearing to decide whether Thai Airways may enter business rehabilitation has been set for 17 August.",2-Jul-20,"Airlines, Asia Pacific, Strategy"
73,https://www.flightglobal.com/safety/garuda-a330-veers-off-runway-during-taxi/139112.article,Garuda A330 veers off runway during taxi,"A Garuda Indonesia Airbus A330-300 suffered a runway excursion while taxiing for take-off at Makassar's Sultan Hasanuddin airport. The incident occurred at 18:56 local time on 1 July. The aircraft, registered PK-GHD, was returning to Jakarta from Makassar, operating flight GA613. The A330 was doing a 180° turn at the end of the runway to line up for take-off when it veered off Runway 21. Pictures on social media show the aircraft's front wheels stuck in the surrounding grass patch. Airport operator Angkasa Pura I states the runway had to be shut, as attempts to tow the aircraft out were carried out through the night. However, it adds that airport operations were unaffected, as its second runway – Runway 13/31 – was still operational. None of the 14 passengers and 12 crew members were injured, it adds. The incident is now under investigation by Indonesian aviation safety authorities. Cirium fleets data indicates PK-GHD was delivered to Garuda in August 2016.",2-Jul-20,"Asia Pacific, Ops & safety, Safety"
